MSG_NO,X_COORD,Y_COORD,ANGLE,ADJACENT_DIST
0,0.5074579578484231,-0.06006161929146228,-0.11780974781140685,0
0,0.49877304463984473,-0.05682802203575928,-0.11344642471522093,0.009267354997658633
0,0.4950400511387017,-0.05421571480381204,-0.109083101619035,0.0045562473104145676
0,0.4922883417386269,-0.05174160133703629,-0.10471977852284908,0.00370042457955045
0,0.49051947905173976,-0.04939272594271345,-0.10035645542666316,0.002940423578860178
0,0.4837625527370808,-0.046581047216226176,-0.09599313233047724,0.0073185784468509886
0,0.4779863535196699,-0.04392078721160009,-0.09162980923429132,0.006359360085058208
0,0.47817344341130535,-0.04183476683922874,-0.08726648613810539,0.0020943933779260463
0,0.4803445646102785,-0.039913566790850855,-0.08290316304191947,0.0028990993233274833
0,0.48350492022331304,-0.03805267396398286,-0.07853983994573355,0.0036675291019878115
0,0.48167184878068714,-0.03579441291075869,-0.07417651684954762,0.0029085896751311876
0,0.47982831356444156,-0.03355287566259456,-0.0698131937533617,0.002902259693487968
0,0.47897227170440687,-0.03139351268395092,-0.06544987065717578,0.002322855169757331
0,0.4771084181984753,-0.029181212322365823,-0.06108654756098986,0.0028927880636926847
0,0.4762328243086401,-0.027042470882027957,-0.056723224464803934,0.0023110343157416013
0,0.4753476689022789,-0.024911927063074966,-0.05235990136861801,0.0023071014407453445
0,0.4804460795407786,-0.023077491571255195,-0.04799657827243209,0.0054183894851159336
0,0.4735488634437001,-0.020675601219396135,-0.043633255176246166,0.0073034695283921295
0,0.47863071005377716,-0.018805463276986473,-0.039269932080060244,0.005415032861580048
0,0.4787082078863385,-0.01671687045756762,-0.03490660898387432,0.0020900301144671806
0,0.4767775205733716,-0.014566882174907958,-0.0305432858876884,0.0028896371945324314
0,0.4748372231064063,-0.012434061691808527,-0.026179962791502476,0.0028833448412287368
0,0.47688648476001266,-0.010405711586797354,-0.021816639695316553,0.002883344841228727
0,0.47592751365999225,-0.008307357115499698,-0.01745331659913063,0.0023071014407453397
0,0.4779590336488189,-0.00625683801463295,-0.013089993502944708,0.002886468785215195
0,0.47798178434256156,-0.004171295380951916,-0.008726670406758785,0.002085666720971257
0,0.4779954349522672,-0.0020856733318208526,-0.004363347310572863,0.002085666720971256
0,0.4799999892711638,-1.1622905471408982e-08,-2.421438694000244e-08,0.0028927880636926565
0,0.48299541249111844,0.002107466717502231,0.004363298881798983,0.0036625162418658518
0,0.4849815470934633,0.0042323580652299546,0.008726621977984905,0.0029085896751311884
0,0.4849584633316501,0.006348442247203696,0.013089945074170828,0.0021162100853315408
0,0.48492614665989064,0.008464405563990005,0.01745326817035675,0.0021162100853315408
0,0.48888362411296754,0.010667466700028768,0.021816591266542673,0.004529360458247545
0,0.49183141778764655,0.012879046914075253,0.026179914362728596,0.00368518311507576
0,0.4957686533229202,0.015147090182487255,0.03054323745891452,0.0045437697925412674
0,0.49969541393680106,0.017449736116315142,0.03490656055510044,0.004552101406526454
0,0.5016129509467107,0.01970841420130304,0.039269883651286364,0.002962865990215832
0,0.5015221820470154,0.02189691902066789,0.043633206747472286,0.002190386344354588
0,0.5064161615994962,0.024324900105022543,0.04799652984365821,0.005463160990313619
0,0.5102996705373835,0.026743659903654442,0.05235985293984413,0.004575154711496428
1,0.5064649021795693,-0.059944083384111835,-0.11780974781140685,0
1,0.4997666629225336,-0.05694123056270474,-0.11344642471522093,0.007340540457727005
1,0.49404600760110445,-0.05410684930734771,-0.109083101619035,0.006384325681488583
1,0.4912938030107177,-0.05163707108106479,-0.10471977852284908,0.00369789596857013
1,0.4885295379872115,-0.04919234936677725,-0.10035645542666316,0.0036902337839883085
1,0.4867487325445586,-0.04686858369837274,-0.09599313233047724,0.0029276534812435868
1,0.4799779674066305,-0.04410379086660562,-0.09162980923429132,0.007313503945139633
1,0.4761810499815324,-0.04166045495358337,-0.08726648613810539,0.0045151381282169094
1,0.4803445646102785,-0.039913566790850855,-0.08290316304191947,0.004515138128216915
1,0.48250798601589545,-0.03797421351658787,-0.07853983994573355,0.0029054230846257286
1,0.48067458171616856,-0.0357203031425004,-0.07417651684954762,0.0029054230846257425
1,0.47883073262934905,-0.03348311798441612,-0.0698131937533617,0.002899099323327458
1,0.4779744256297565,-0.03132811037310379,-0.06544987065717578,0.0023189048023507255
1,0.47910469183797627,-0.02930330969626625,-0.06108654756098986,0.002318904802350724
1,0.4762328243086401,-0.027042470882027957,-0.056723224464803934,0.0036549986662134065
1,0.47634628557882835,-0.02496426236928909,-0.05235990136861801,0.0020813034575123883
1,0.47844837872164836,-0.022981535072121237,-0.04799657827243209,0.00288963719453246
1,0.4785440997825689,-0.02089369806749757,-0.043633255176246166,0.002090030114467178
1,0.4796299262244018,-0.018844722611182436,-0.039269932080060244,0.002318904802350743
1,0.47571004422390173,-0.016612172203537594,-0.03490660898387432,0.004511070407399967
1,0.4767775205733716,-0.014566882174907958,-0.0305432858876884,0.0023071014407453575
1,0.47783618626098284,-0.012512592377822391,-0.026179962791502476,0.0023110343157416078
1,0.47688648476001266,-0.010405711586797354,-0.021816639695316553,0.0023110343157416112
1,0.476927348482086,-0.008324809321319383,-0.01745331659913063,0.002081303457512392
1,0.4769591321950608,-0.006243748563474345,-0.013089993502944708,0.0020813034575123904
1,0.48298161898982644,-0.0042149283976333895,-0.008726670406758785,0.006355034103641725
1,0.48299541238905586,-0.002107490108377845,-0.004363347310572863,0.002107483428376754
1,0.4819999933242796,-1.1671334343432703e-08,-2.421438694000244e-08,0.0023307347504860606
1,0.4819954050827339,0.0021031033586049767,0.004363298881798983,0.0021031200348808313
1,0.481981640343599,0.004206178348488528,0.008726621977984905,0.0021031200348808313
1,0.4849584633316501,0.006348442247203696,0.013089945074170828,0.0036675291019878284
1,0.4859259814828296,0.008481857721388916,0.01745326817035675,0.002342552658608718
1,0.48888362411296754,0.010667466700028768,0.021816591266542673,0.0036775720978820137
1,0.488832424837157,0.01280051559316437,0.026179914362728596,0.0021336632692040562
1,0.491770540642558,0.015024936889972114,0.03054323745891452,0.003685183115075686
1,0.4966972502692939,0.017345038007482508,0.03490656055510044,0.005445671394937938
1,0.498615302429133,0.019590636343887594,0.039269883651286364,0.0029532416048011862
1,0.5035203123155364,0.02198415922309317,0.043633206747472286,0.00545784515711061
1,0.505417266535605,0.024276919759040283,0.04799652984365821,0.0029757664875175787
1,0.5093010538582995,0.0266913246458021,0.05235985293984413,0.004573090303628555
2,0.8558008540356127,-0.2133751380585432,-0.2443461176007986,0
2,0.5114302397153304,-0.060531769926640284,-0.11780974781140685,0.37676546443275954
2,0.49877304463984473,-0.05682802203575928,-0.11344642471522093,0.013187961768905175
2,0.4970281678390835,-0.0544334490412271,-0.109083101619035,0.002962865990215827
2,0.4942773895553833,-0.05195065873378763,-0.10471977852284908,0.0037055402948547055
2,0.49051947905173976,-0.04939272594271345,-0.10035645542666316,0.0045458675208420955
2,0.480776372929603,-0.046293510734079606,-0.09599313233047724,0.01022415042028656
2,0.4799779674066305,-0.04410379086660562,-0.09162980923429132,0.002330734750486055
2,0.4811620484004226,-0.04209623596641891,-0.08726648613810539,0.0023307347504860545
2,0.4833342820206922,-0.040161993221246986,-0.08290316304191947,0.002908589675131183
2,0.4815110815189296,-0.037895755407456835,-0.07853983994573355,0.0029085896751311897
2,0.48067458171616856,-0.0357203031425004,-0.07417651684954762,0.002330734750486055
2,0.4808258647698086,-0.033622631261867375,-0.0698131937533617,0.002103120034880833
2,0.47897227170440687,-0.03139351268395092,-0.06544987065717578,0.002899099323327443
2,0.48110096547747727,-0.029425407070166675,-0.06108654756098986,0.0028990993233274647
2,0.4802263990786722,-0.027269242586793533,-0.056723224464803934,0.0023267813961089317
2,0.4803408118079848,-0.02517360671361308,-0.05235990136861801,0.002098756771421968
2,0.4744529770833878,-0.02278962207385332,-0.04799657827243209,0.006352163450886717
2,0.47754503465042086,-0.02085007791790143,-0.043633255176246166,0.0036500207575757147
2,0.47363456964196243,-0.018609164265937863,-0.039269932080060244,0.0045070423315001695
2,0.4767094221833248,-0.016647071274852016,-0.03490660898387432,0.0036475371220579477
2,0.47377892862043114,-0.014475266832773998,-0.0305432858876884,0.0036475371220579724
2,0.4738375786522508,-0.012407885056515426,-0.026179962791502476,0.0020682135370987424
2,0.47888601286527466,-0.010449341493364161,-0.021816639695316553,0.005415032861579989
2,0.4799268827461506,-0.008377166458901398,-0.01745331659913063,0.002318904802350761
2,0.4789589649023462,-0.006269927855892621,-0.013089993502944708,0.0023189048023507432
2,0.47798178434256156,-0.004171295380951916,-0.008726670406758785,0.002314981665434254
2,0.4779954349522672,-0.0020856733318208526,-0.004363347310572863,0.002085666720971256
2,0.4819999933242796,-1.1671334343432703e-08,-2.421438694000244e-08,0.004515138128216903
2,0.4839953900974643,0.0021118299463634576,0.004363298881798983,0.0029054230846257555
2,0.4859814961426263,0.004241084464096896,0.008726621977984905,0.0029117592661340344
2,0.48695826624043415,0.006374621052672905,0.013089945074170828,0.002346499136749058
2,0.48692581630576853,0.008499309878787826,0.01745326817035675,0.0021249366122492695
2,0.48888362411296754,0.010667466700028768,0.021816591266542673,0.0029212866020681735
2,0.4928310622430698,0.012905223500956796,0.026179914362728596,0.004537601050233994
2,0.4947691325999352,0.015116552086887941,0.03054323745891452,0.0029404235788601575
2,0.49769662823040706,0.01737993703039828,0.03490656055510044,0.0037004245795504375
2,0.5016129509467107,0.01970841420130304,0.039269883651286364,0.004556247310414597
2,0.5045193476758396,0.022027778024347498,0.043633206747472286,0.003718412361578379
2,0.5094126681831598,0.024468832563815796,0.04799652984365821,0.005468393992025342
2,0.5102996705373835,0.026743659903654442,0.05235985293984413,0.002441641374664944
3,0.8558008540356127,-0.2133751380585432,-0.2443461176007986,0
3,0.5134164102445303,-0.06076684874711739,-0.11780974781140685,0.37485516845401595
3,0.500760221983725,-0.05705443234221146,-0.11344642471522093,0.013189432772350749
3,0.4970281678390835,-0.0544334490412271,-0.109083101619035,0.004560458486005014
3,0.48831024610511414,-0.051323486543533615,-0.10471977852284908,0.009256026474501626
3,0.49051947905173976,-0.04939272594271345,-0.10035645542666316,0.002934032499843102
3,0.48475793611786727,-0.04667689175813279,-0.09599313233047724,0.006369547259970121
3,0.48296540307572117,-0.04437829771259463,-0.09162980923429132,0.0029149115412597077
3,0.4761810499815324,-0.04166045495358337,-0.08726648613810539,0.007308496163325184
3,0.4783514295699915,-0.03974794999321263,-0.08290316304191947,0.0028927880636926474
3,0.480514147311512,-0.03781729496006184,-0.07853983994573355,0.0028990993233275024
3,0.48167184878068714,-0.03579441291075869,-0.07417651684954762,0.0023307347504860384
3,0.4808258647698086,-0.033622631261867375,-0.0698131937533617,0.002330734750486039
3,0.4809679935922208,-0.03152431925481102,-0.06544987065717578,0.0021031200348808304
3,0.4771084181984753,-0.029181212322365823,-0.06108654756098986,0.004515138128216939
3,0.4802263990786722,-0.027269242586793533,-0.056723224464803934,0.0036575173327022914
3,0.4803408118079848,-0.02517360671361308,-0.05235990136861801,0.002098756771421968
3,0.47645067790251805,-0.02288557857298728,-0.04799657827243209,0.004513115838836595
3,0.4785440997825689,-0.02089369806749757,-0.043633255176246166,0.0028896371945324865
