MSG_NO,X_COORD,Y_COORD,ANGLE,ADJACENT_DIST
0,-0.32709977794002504,-1.17948364941669,-1.8413223708048463,0
0,-0.31511139442042535,-1.1558151666361889,-1.8369590477086604,0.026531460882203397
0,-0.30825349029321375,-1.1504176412832063,-1.8325957246124744,0.008727206251379375
0,-0.3024671167899958,-1.1488505373439148,-1.8282324015162885,0.005994825525007828
0,-0.29695069376298716,-1.1482230883371098,-1.8238690784201026,0.005551992009094757
0,-0.29193781458295676,-1.1495078457902135,-1.8195057553239167,0.0051748970411871625
0,-0.28643553974623576,-1.1488301518079578,-1.8151424322277308,0.005543852226782266
0,-0.2802316834794995,-1.145212316908219,-1.8107791091315448,0.007181682389251929
0,-0.2754655288330723,-1.1473964522508304,-1.806415786035359,0.005242773818171491
0,-0.2706856721566548,-1.1495608958961798,-1.802052462939173,0.00524707977269132
0,-0.265442244156256,-1.1497566226077442,-1.797689139842987,0.005247079772691267
0,-0.260864389146263,-1.1528546601450897,-1.7933258167468011,0.005527620923627091
0,-0.25669739185162127,-1.1578870515440205,-1.7889624936506152,0.006533668926842211
0,-0.2524914540899229,-1.1629050699847567,-1.7845991705544293,0.006547550803686001
0,-0.24803865078365575,-1.166930044977996,-1.7802358474582434,0.006002322965361434
0,-0.24457375036661191,-1.1758335856203217,-1.7758725243620574,0.009553981937892479
0,-0.24203268220176757,-1.1896285757869642,-1.7715092012658715,0.014027073148599096
0,-0.23898566176697322,-1.2014619893622744,-1.7671458781696856,0.012219411212263468
1,-0.32549636826955114,-1.1737019411515524,-1.8413223708048463,0
1,-0.31511139442042535,-1.1558151666361889,-1.8369590477086604,0.020682949122658563
1,-0.30825349029321375,-1.1504176412832063,-1.8325957246124744,0.008727206251379375
1,-0.3022125332854278,-1.1478835614983225,-1.8282324015162885,0.0065509329050201055
1,-0.2967003020488995,-1.1472548954576778,-1.8238690784201026,0.005547964869717357
1,-0.2914455143155341,-1.1475694089327089,-1.8195057553239167,0.0052641915664899275
1,-0.2861936065357634,-1.1478598107421787,-1.8151424322277308,0.005259930468947216
1,-0.2802316834794995,-1.145212316908219,-1.8107791091315448,0.006523323549362426
1,-0.2759324413984857,-1.149341282964627,-1.806415786035359,0.005960859264076792
1,-0.2706856721566548,-1.1495608958961798,-1.802052462939173,0.005251363376945869
1,-0.265442244156256,-1.1497566226077442,-1.797689139842987,0.005247079772691267
1,-0.26042297362968225,-1.150903884353055,-1.7933258167468011,0.005148716940285747
1,-0.25691384158990294,-1.1588633931712518,-1.7889624936506152,0.008698723371826315
1,-0.2527036163937541,-1.1638822302600393,-1.7845991705544293,0.006550932905020194
1,-0.24803865078365575,-1.166930044977996,-1.7802358474582434,0.005572349477410192
1,-0.24477740164417874,-1.1768126768415121,-1.7758725243620574,0.010406832299000674
1,-0.24143457418476702,-1.1866887811197384,-1.7715092012658715,0.0104265013853064
1,-0.23976601304948794,-1.2053850799667885,-1.7671458781696856,0.01877060699179354
2,-0.32709977794002504,-1.17948364941669,-1.8413223708048463,0
2,-0.3161635371268642,-1.1596743812475943,-1.8369590477086604,0.02262760412678719
2,-0.30851232144261853,-1.1513836122446564,-1.8325957246124744,0.011281753060004574
2,-0.30144872206988665,-1.1449824033998275,-1.8282324015162885,0.009532571047391856
2,-0.2967003020488995,-1.1472548954576778,-1.8238690784201026,0.005264191566489968
2,-0.2911993495099426,-1.1466001327332926,-1.8195057553239167,0.005539782762988187
2,-0.28522593137255087,-1.1439786778155903,-1.8151424322277308,0.006523323549362421
2,-0.2802316834794995,-1.145212316908219,-1.8107791091315448,0.005144353936901073
2,-0.2754655288330723,-1.1473964522508304,-1.806415786035359,0.005242773818171491
2,-0.2706856721566548,-1.1495608958961798,-1.802052462939173,0.00524707977269132
