MSG_NO,X_COORD,Y_COORD
0,0.17861675266415147,0.011707156051798426
0,0.17756640434551665,0.012416648146971165
0,0.17751053636562625,0.013191307084169929
0,0.18143895140979155,0.014279550628703027
0,0.1813749181464126,0.01507108895284338
0,0.1862884153616287,0.016298119818069515
0,0.18223230050158468,0.016744791520701293
0,0.18116210485971707,0.017443922083042893
0,0.18108426710047754,0.018234222317535104
0,0.18498107741163478,0.019442289999572215
0,0.18290636709038618,0.02003150042817434
0,0.18281722232249678,0.0208293867863132
0,0.17875232988647066,0.02115672789159678
0,0.18759121886187913,0.02303330064609627
0,0.18848093867813248,0.023977799086227013
0,0.1824258554532549,0.024016814812859777
0,0.18132845819152663,0.024677715434281693
0,0.1831995957294698,0.025747019375212645
0,0.20203899123100003,0.03471664282765222
0,0.2009007787634163,0.03542422244533232
0,0.20172834219174207,0.036478421339667264
0,0.2015672552500554,0.037358277233056174
1,0.20754082225863157,-0.04791457912867933
1,0.1989698286505232,-0.04502228037744156
1,0.2030695726567185,-0.0450194452020021
1,0.19544622324764244,-0.04243553947254139
1,0.20271238311293616,-0.03665637503767454
1,0.19203750401933414,-0.033861397793459355
1,0.18725564813456885,-0.03217640961499505
1,0.18246283793573595,-0.030533811661600706
1,0.1934512820629759,-0.03150554647675835
1,0.18667309133609147,-0.02956611749564262
1,0.17988179061499676,-0.027686459867322447
1,0.18395695431349107,-0.027492555365059172
1,0.18506481508614475,-0.02683312551086618
1,0.18815093008821746,-0.026442893203053885
1,0.1852919286056548,-0.025217129121844463
1,0.18242585429014982,-0.02401682364752025
1,0.1845129244705302,-0.023473013102903957
1,0.1865986695861465,-0.02291144011743393
1,0.18868300393339824,-0.022332109633409824
1,0.18381079518032073,-0.020942599106293504
1,0.17893014753211503,-0.01959604243351849
1,0.1839865525616901,-0.019337770259603294
1,0.18307420728194457,-0.018434607663160307
1,0.18613909508165735,-0.017923160707101357
1,0.18621552746457598,-0.017110807655999212
1,0.18329982442767104,-0.016036661011320986
1,0.18137491741653802,-0.015071097736608259
1,0.18841737132836653,-0.014828773194278076
1,0.18548853850126418,-0.01378418388812766
1,0.18255421923047951,-0.012765438900469727
1,0.18260818100355933,-0.011968776869126013
1,0.1816605293604002,-0.011110838282576647
1,0.1777137202137437,-0.010091320587138785
1,0.1747601653878427,-0.00915879634736962
1,0.17679616527700995,-0.008492133015030962
1,0.175832485862341,-0.007677016332945092
1,0.18385814285292257,-0.00722381050979176
1,0.18988425459212444,-0.0066309088368545635
1,0.18991137973677488,-0.00580232199071155
1,0.18593626673777555,-0.004868916965349162
1,0.17795764382555826,-0.0038830538828263338
1,0.18597167563099606,-0.0032461521523596427
1,0.18798388708782482,-0.0024608484160041507
1,0.18699288601065228,-0.0016318667096486823
1,0.18399824879082619,-0.0008028533591394802
1,0.18099999427795405,-4.382803897584608e-09
1,0.1709983760359987,0.0007461217579357962
1,0.17399336964343642,0.0015184129081204382
1,0.18598406939833187,0.002434660311655967
1,0.18397197634454177,0.003211238311060074
1,0.1829564493844319,0.003992119463819361
1,0.17893866640927858,0.0046856695121135555
1,0.17591791116545052,0.005374773994438567
1,0.1768921776058576,0.006177206622618632
1,0.17586430959484486,0.006909723224210791
1,0.1858229738199697,0.008113201679949066
1,0.18478695409938178,0.008875949347631008
1,0.1977286470651174,0.01036251441187602
1,0.1916912026816136,0.010885010580870958
1,0.18565307718931223,0.011355024039426617
1,0.184603903477341,0.012099574499845429
1,0.18654448414312583,0.013044456421251615
1,0.18349403475297144,0.013635957673825801
1,0.18442970947776582,0.014514928318653324
1,0.18735430844135223,0.015567937822244709
1,0.18429602192341402,0.016123808028913316
1,0.18422391439740793,0.016927795079255407
1,0.18514369773166647,0.01782730577069913
1,0.187054075496988,0.0188353502633144
1,0.18498107741163478,0.019442289999572215
1,0.1848944838013126,0.020249234569307342
1,0.18579794393864119,0.021168997041059734
1,0.19563448352397478,0.02315486201918914
1,0.1905688633603589,0.02339890934231769
1,0.18649692475170299,0.02372540068644272
1,0.18341730232714212,0.024147341244586115
1,0.18826451878835868,0.025621671674524817
1,0.19013147152700952,0.026721230807040128
1,0.1971112156135875,0.03386989624174729
1,0.20188558851663801,0.03559787094972932
1,0.20172834219174207,0.036478421339667264
1,0.21434956570993483,0.03972733810679171
2,0.20169460457177138,-0.046564873288102715
2,0.19799448435839062,-0.04480158247322786
2,0.19916438073365786,-0.044153684903777954
2,0.1964234563297342,-0.04264771759673279
2,0.18598368674704174,-0.03363133355543824
2,0.1880982797148646,-0.03316680617265867
2,0.1833134306106303,-0.03149901266005513
2,0.1814765503392184,-0.03036876369864593
2,0.183581327847017,-0.02989812212702909
2,0.18371003503797914,-0.02909681541236344
2,0.18877704747668653,-0.029055571055668413
2,0.18989104676150986,-0.028379411563441946
2,0.19199237406282688,-0.027837573922190127
2,0.18815093008821746,-0.026442893203053885
2,0.18033758909410494,-0.024542872989284592
2,0.17746863472599955,-0.02336419319380795
2,0.18153690359922098,-0.023094415359102474
2,0.1865986695861465,-0.02291144011743393
2,0.18669686299994456,-0.022097034315820822
2,0.18877864970777555,-0.021508614751265868
2,0.18191230777009407,-0.01992264216739788
2,0.17901394783933017,-0.01881512832532077
2,0.1810842662174163,-0.018234231087224106
2,0.18215750222827473,-0.01753977682662146
2,0.18422391357761536,-0.01692780400099368
2,0.18031123428301157,-0.01577519318285293
2,0.17938179722623418,-0.014905482172908836
2,0.1864235474792089,-0.014671855806884031
2,0.19446377861988823,-0.014451159655120248
2,0.1915322989976847,-0.013393247609547573
2,0.1856017638352802,-0.012164986725416162
2,0.18265866618015067,-0.01117188696952686
2,0.18270567379908864,-0.010374784373307033
2,0.18374783452270504,-0.009629820342231725
2,0.18578580407909537,-0.008923936546203593
2,0.18682202367222658,-0.008156830178744098
2,0.1778627713808103,-0.006988251579529989
2,0.18988425459212444,-0.0066309088368545635
2,0.18391418093668294,-0.005619090851383967
2,0.17793900683214667,-0.004659501152533381
2,0.17795764382555826,-0.0038830538828263338
2,0.1799725922039752,-0.003141437617134134
2,0.182984320219496,-0.002395400380008992
2,0.1799931532659066,-0.0015707807983807126
2,0.1799982936632301,-0.0007854000549276098
2,0.18199999630451197,-4.407018333596468e-09
2,0.18499824133707235,0.0008072077422091346
2,0.1849929581901677,0.0016144045960083022
2,0.18598406939833187,0.002434660311655967
2,0.18697152551003363,0.0032635955634390803
2,0.1839562134381194,0.0040139343686854175
2,0.18193762956765822,0.0047642000528913125
2,0.17991605363423505,0.005496928197071595
2,0.1758927847526606,0.0061423070796602
2,0.18885428362408388,0.00742010037485898
2,0.17882963697597495,0.007807866171293836
2,0.18278925327560447,0.008779992945243252
2,0.17775606051086282,0.009315795997104564
2,0.1827056743015265,0.010374775525095256
2,0.18365680354389824,0.011232926762203277
2,0.18260818158319228,0.011968768025635693
2,0.18055908770147788,0.012625916878763254
2,0.18050227812920597,0.01341363182684677
2,0.17745128884105177,0.013965714877900564
2,0.17938179794808823,0.014905473485668322
2,0.19126938411270764,0.01673389799223861
2,0.19119454819413959,0.0175683061707148
2,0.18713447933508193,0.018018996186314612
2,0.187054075496988,0.0188353502633144
2,0.18597560132507515,0.019546818649784314
2,0.18091825037945977,0.019813766287041335
2,0.18480437006659306,0.02105579362281089
2,0.18173152650585458,0.021509338972257392
2,0.18858376702803906,0.023155170211503408
2,0.17856089861003646,0.022715810848327158
2,0.18143440857936768,0.02388628838113344
2,0.18331019400920795,0.024947417791332607
2,0.179238515413079,0.025190325943402404
2,0.19514009949225058,0.03353119659798377
2,0.19991596901019457,0.03525057394093532
2,0.2007442994953249,0.0363004774587722
2,0.19566772847254488,0.03626486473098751
3,0.20754082225863157,-0.04791457912867933
3,0.1940931217235933,-0.04391879414502141
3,0.19623550133930648,-0.04350436790531175
3,0.2003323740962231,-0.04349642693180437
3,0.18795177212264086,-0.03398722141254035
3,0.19400712350895843,-0.034208694897639606
3,0.1862700900821018,-0.03200705974538392
3,0.18246283793573595,-0.030533811661600706
3,0.183581327847017,-0.02989812212702909
3,0.17679621738544626,-0.028001774109971324
3,0.1828468811448047,-0.028142831019042917
3,0.18494597217774164,-0.027640365098545002
3,0.18110620152978082,-0.026259153768277043
3,0.1851801346272884,-0.026025375059164663
3,0.18430106070334482,-0.02508227789533249
3,0.1863916269867341,-0.024538927621491655
3,0.1864969236027107,-0.02372540971826009
3,0.1865986695861465,-0.02291144011743393
3,0.18471073686436398,-0.021861960749675873
3,0.18083007358062322,-0.02060298870719428
3,0.1839004244704759,-0.020140376404812938
3,0.18498107647006828,-0.019442298957978964
3,0.18705407458481485,-0.0188353593221139
3,0.18713447846244383,-0.018019005249007975
3,0.18621552746457598,-0.017110807655999212
3,0.18529221785744404,-0.016210972896966356
3,0.17738866218594718,-0.014739865375270613
3,0.1774512881647091,-0.01396572347164889
3,0.1775105357267872,-0.013191315680787543
3,0.17956153588465293,-0.012556170023745653
3,0.17961461304109505,-0.011772567987418787
3,0.18066239254064972,-0.011049789595626436
3,0.18270567379908864,-0.010374784373307033
3,0.17975332317428824,-0.00942047677777461
3,0.18179040244083483,-0.008732023547935676
3,0.1828258226915487,-0.00798235218027905
3,0.18385814285292257,-0.00722381050979176
3,0.1808897338206465,-0.006316813034677723
3,0.17491837528943943,-0.0053442439148627605
3,0.1759396881317257,-0.004607147101812615
3,0.18295644919109824,-0.003992128324175873
3,0.18997105961604607,-0.0033159617558228215
3,0.19098363614875286,-0.0025001173546315655
3,0.1909927269073953,-0.0016667728889292912
3,0.17899830115607623,-0.0007810367126199583
3,0.18000000715255732,-4.3585898223952305e-09
3,0.18599823384443753,0.0008115710360883751
3,0.18699288608968134,0.0016318576538124866
3,0.18598406939833187,0.002434660311655967
3,0.18797136033297254,0.00328104772083799
3,0.1849559774918069,0.004035749273551473
3,0.17993832576075677,0.004711846489061662
3,0.18191510997441615,0.005558004843329164
3,0.1838879126861528,0.006421502903284996
3,0.18185968107836495,0.0071452818641240725
3,0.17683153648141114,0.007720627268826868
3,0.17579731527638467,0.008444146251815563
3,0.18374783498906522,0.009629811443549385
3,0.18570085538728728,0.01054485415861649
3,0.1866512140120192,0.011416072678038286
3,0.18360604253026663,0.01203417126274056
3,0.18554691806951784,0.012974699830836888
3,0.18848028093239477,0.014006499647821996
3,0.1834327901217744,0.014436469088669891
3,0.1823714856705664,0.015153897303399947
3,0.18031123504698462,0.01577518445060092
3,0.1782490875485879,0.016378785767073068
3,0.1771805268203269,0.017060539823599292
3,0.17809937031531548,0.017933659091104497
3,0.19094820607274599,0.020069460343249686
3,0.18986476076603487,0.020793568299897373
3,0.18381079619454493,0.020942590204562045
3,0.1886830050149147,0.02233210049572327
3,0.18064339648884992,0.022180215504240642
3,0.18649692475170299,0.02372540068644272
3,0.18639162817512403,0.02453891859477367
3,0.19123712251488065,0.026026225210101187
3,0.1911217416061072,0.026860404164992687
3,0.19627083648399835,0.032844468719009014
3,0.198931173931752,0.03507692802409743
3,0.1987762287658397,0.03594459234854713
3,0.20550028286948904,0.038087220711448995
4,0.2046177061555788,-0.0472397245323749
4,0.19799448435839062,-0.04480158247322786
4,0.20404587063748364,-0.045235885276558134
4,0.19935514101413132,-0.04328424880761297
4,0.18415905541039504,-0.03247221455185799
4,0.18035675645322916,-0.030990963051221742
4,0.18344912553225354,-0.030698859624555482
4,0.183581327847017,-0.02989812212702909
4,0.18963616235190692,-0.030035421909977322
4,0.17592835130298692,-0.02707796726517726
4,0.18197891858498988,-0.027196935898087516
4,0.1830855083079628,-0.02654613963957161
4,0.18617038994350205,-0.026164546391233633
4,0.18430106070334482,-0.02508227789533249
4,0.1873830738543001,-0.024669454101232547
4,0.1864969236027107,-0.02372540971826009
4,0.1865986695861465,-0.02291144011743393
4,0.1767661879284224,-0.020921661230763916
4,0.18083007358062322,-0.02060298870719428
4,0.1779360891819241,-0.01948717531481096
4,0.18995368119242823,-0.019964940892261487
4,0.18506414834647283,-0.018634984239096507
4,0.18414829865496604,-0.017731468766861408
4,0.17625747286842255,-0.016195790744452272
4,0.17732265898280983,-0.015513726653106998
4,0.1783852297060907,-0.014822673774089724
4,0.17844820751690085,-0.014044182749911902
4,0.17352152690945588,-0.012894881024966028
4,0.18853960078699541,-0.013183977693370687
4,0.1885953317977445,-0.012361195607123388
4,0.18465493981965164,-0.011293984343427287
4,0.17372014544371162,-0.00986454888237321
4,0.1807519398508377,-0.009472812083988731
4,0.18278925285039996,-0.008780001797502655
4,0.18682202367222658,-0.008156830178744098
4,0.1848573739132201,-0.007263070429004922
4,0.18388791237516708,-0.006421511808751131
4,0.1849137165524001,-0.005649629450448508
4,0.1759396881317257,-0.004607147101812615
4,0.17695787977292726,-0.0038612389295429304
4,0.18197227674705438,-0.0031763422888349832
4,0.1889838034414675,-0.002473938062213289
4,0.18799283505939268,-0.0016405931569419305
4,0.18199826377651848,-0.0007941266745241773
4,0.18199999630451197,-4.407018333596468e-09
4,0.18099827130761167,0.000789754566692173
4,0.18399299424041088,0.00160567806710621
4,0.18498415304405527,0.0024215707138715518
4,0.18297212662271115,0.0031937858936004052
4,0.1889550188089417,0.004123008567948941
4,0.19093454883490704,0.0049997924553577084
4,0.18691278806039677,0.005710697596620449
4,0.1838879126861528,0.006421502903284996
4,0.17886200278144138,0.00702750283667567
4,0.18482392357268781,0.008069582228715582
4,0.1887823408629356,0.009067861437477061
4,0.19373413570656234,0.01015317104086819
4,0.1827056743015265,0.010374775525095256
4,0.17567172383560983,0.010744538563003676
4,0.17961461361122585,0.011772559288903294
4,0.18055908770147788,0.012625916878763254
4,0.17751053636562625,0.013191307084169929
4,0.18044203205380013,0.014201091398719596
4,0.1823714856705664,0.015153897303399947
4,0.18927699067449294,0.01655958620308241
4,0.19119454819413959,0.0175683061707148
4,0.18713447933508193,0.018018996186314612
4,0.18207923763759368,0.018334410557318
4,0.18498107741163478,0.019442289999572215
4,0.1848944838013126,0.020249234569307342
4,0.18381079619454493,0.020942590204562045
4,0.18768993454249563,0.022214562885021952
4,0.1905688633603589,0.02339890934231769
4,0.1845129256072992,0.023473004167169232
4,0.19333174151865484,0.02545260167186658
4,0.18727365087951803,0.02548682049599936
4,0.20893788296974944,0.03590208905732066
4,0.19794636417853026,0.03490327951970044
4,0.20369642758457637,0.03683430910145741
4,0.20550028286948904,0.038087220711448995
5,0.19584838688491119,-0.04521516744752611
5,0.19506846601572592,-0.04413949204923512
5,0.19233030941624582,-0.04263860760708761
5,0.2022868402604066,-0.04392078318018717
5,0.18991985749823995,-0.03434310926964245
5,0.197946362488207,-0.03490328910600011
5,0.1764145389292906,-0.03031356609628182
5,0.17950397514618321,-0.030038667772736376
5,0.18950330331807072,-0.03086257721591689
5,0.19062385269051205,-0.030191856714755553
5,0.18087015412493274,-0.027838583584562603
5,0.18197891858498988,-0.027196935898087516
5,0.18110620152978082,-0.026259153768277043
5,0.1822093244102153,-0.025607854841434286
5,0.1783558680545374,-0.024273172545696435
5,0.18044296055501785,-0.023755770688038462
5,0.17756889055283434,-0.022589620247878684
5,0.1856061362159787,-0.022789572319953974
5,0.18669686299994456,-0.022097034315820822
5,0.1867915019746439,-0.02128220781853305
5,0.1858885411708577,-0.020358110642227995
5,0.1839865525616901,-0.019337770259603294
5,0.18207923674968043,-0.018334419375192205
5,0.18215750222827473,-0.01753977682662146
5,0.1802406858036941,-0.01656179669098262
5,0.17632646226792334,-0.015426570710284313
5,0.1743989596255167,-0.01449144017881328
5,0.1744605301081339,-0.013730345636859846
5,0.18449128629693134,-0.013710075224172282
5,0.18454935137093906,-0.012904952177920984
5,0.18460390289137324,-0.012099583439986112
5,0.18465493981965164,-0.011293984343427287
5,0.18370406749159668,-0.010431477299498426
5,0.18674372919457238,-0.009786828600474718
5,0.18278925285039996,-0.008780001797502655
5,0.18382487293671818,-0.008025971679895312
5,0.18585660497351764,-0.007302330348218083
5,0.18288851952366023,-0.006386612217393328
5,0.1889118441210577,-0.005771783391647008
5,0.18293728868714412,-0.004790385889268013
5,0.1799571719308203,-0.00392668378939314
5,0.1799725922039752,-0.003141437617134134
5,0.17998458605845255,-0.0023561316364321097
5,0.18099310231464702,-0.001579507245673961
5,0.18099827126936463,-0.0007897633322165258
5,0.17599999904632563,-4.26173207834779e-09
5,0.17599832367180518,0.0007679381623139846
5,0.1849929581901677,0.0016144045960083022
5,0.18898380356127706,0.002473928909959402
5,0.18497182606637239,0.0032286907285197426
5,0.18095692127705693,0.003948489654087249
5,0.17993832576075677,0.004711846489061662
5,0.18891184440057787,0.005771774242878019
5,0.18888486206005398,0.006596000098034496
5,0.17986123384364022,0.007066762707497298
5,0.18282582307812398,0.007982343326248614
5,0.18578580451127047,0.008923927548824888
5,0.18075194030959416,0.009472803330393898
5,0.1827056743015265,0.010374775525095256
5,0.18066239307577725,0.011049780846368266
5,0.17961461361122585,0.011772559288903294
5,0.17856397041912464,0.012486404737385891
5,0.1785077885735481,0.013265415699829607
5,0.18044203205380013,0.014201091398719596
5,0.1823714856705664,0.015153897303399947
5,0.18429602192341402,0.016123808028913316
5,0.1832281074494963,0.01683629329997835
5,0.18315290129569176,0.017635613926871012
5,0.18207923763759368,0.018334410557318
5,0.18398655349819437,0.01933776134936012
5,0.18787664405510845,0.02057583415876437
5,0.18977222462145932,0.021621809027196147
5,0.17974538556101652,0.021274263750854762
5,0.1786583149466203,0.02193647818942072
5,0.1845129256072992,0.023473004167169232
5,0.17746863585749856,0.023364184599219545
5,0.17736500132121652,0.024138312729614943
5,0.1772579900110278,0.024911981301337722
5,0.20203899123100003,0.03471664282765222
5,0.2038552080230815,0.03594516795852331
5,0.2007442994953249,0.0363004774587722
5,0.200583998345197,0.03717604136345797
6,0.19974586050306953,-0.046114970223899765
6,0.2038465501111862,-0.046125769898510104
6,0.20404587063748364,-0.045235885276558134
6,0.20130960717831486,-0.04370860505599577
6,0.17712733188354376,-0.03202984350161035
6,0.19006789920448888,-0.03351410327683892
6,0.18528453202963477,-0.03183770987577279
6,0.18542168602848802,-0.03102895309106372
6,0.18752930659192218,-0.03054109138787055
6,0.18963616235190692,-0.030035421909977322
6,0.1907537744965585,-0.029359818490148726
6,0.1800008828564887,-0.026901316431115856
6,0.1820958549188718,-0.026402646703924327
6,0.1822093244102153,-0.025607854841434286
6,0.17934672119179496,-0.024408021762772618
6,0.17746863472599955,-0.02336419319380795
6,0.1845129244705302,-0.023473013102903957
6,0.18064339541468907,-0.022180224252578817
6,0.17577311746169558,-0.020804123571969417
6,0.18182364744718907,-0.020716192173560688
6,0.18489448282066678,-0.020249243523520467
6,0.1829920286533119,-0.019233241561227625
6,0.17809936944681015,-0.01793366771623861
6,0.17817592420745132,-0.017156394374354914
6,0.17625747286842255,-0.016195790744452272
6,0.17931505241258283,-0.015688038538752367
6,0.1763920946658037,-0.014657056976451503
6,0.1774512881647091,-0.01396572347164889
6,0.17950504013545288,-0.0133395330086983
6,0.18853960078699541,-0.013183977693370687
6,0.18759747085383752,-0.012295792321693338
6,0.18265866618015067,-0.01117188696952686
6,0.18270567379908864,-0.010374784373307033
6,0.1807519398508377,-0.009472812083988731
6,0.1787938660961402,-0.00858808951416492
6,0.17982868684301886,-0.007851494331410141
6,0.17986123350140537,-0.007066771417956312
6,0.18688609092968766,-0.006526210582824539
6,0.1859132521681173,-0.00568016804951305
6,0.18693592608798604,-0.004895093990709545
6,0.18395621324372927,-0.004013943277459277
6,0.18397197618902522,-0.003211247220597313
6,0.18598406928042405,-0.0024346693186364067
6,0.19199269085672951,-0.0016754994662584114
6,0.18699822631228777,-0.0008159433860624345
6,0.18000000715255732,-4.3585898223952305e-09
6,0.17599832367180518,0.0007679381623139846
6,0.1769932614927069,0.0015445924948267148
6,0.18898380356127706,0.002473928909959402
6,0.18197227690088053,0.0031763334761407366
6,0.18595574154549438,0.0040575641784175295
6,0.18193762956765822,0.0047642000528913125
6,0.18191510997441615,0.005558004843329164
6,0.17889096331225163,0.006247005708535497
6,0.17886200278144138,0.00702750283667567
6,0.19081821016940065,0.008331298286137328
6,0.1887823408629356,0.009067861437477061
6,0.18774234634762024,0.009839154814557214
6,0.18170728060627292,0.010318082647254846
6,0.18066239307577725,0.011049780846368266
6,0.184603903477341,0.012099574499845429
6,0.18754203535187108,0.013114211972214249
6,0.18848028093239477,0.014006499647821996
6,0.18442970947776582,0.014514928318653324
6,0.17838523042393442,0.014822665135111756
6,0.18031123504698462,0.01577518445060092
6,0.17924489449649955,0.016470287546350125
6,0.18116210485971707,0.017443922083042893
6,0.1830742081747098,0.018434598797100896
6,0.18398655349819437,0.01933776134936012
6,0.1848944838013126,0.020249234569307342
6,0.19076579849350747,0.02173501244544499
6,0.1916622164321718,0.022684713327827215
6,0.1965241375672282,0.024130124918766177
6,0.18848093867813248,0.023977799086227013
6,0.18540019607491656,0.024408394108038793
6,0.18331019400920795,0.024947417791332607
6,0.18617039121061874,0.026164537375229887
6,0.19809677367425596,0.034039246063629056
6,0.19794636417853026,0.03490327951970044
6,0.1987762287658397,0.03594459234854713
6,0.1976342422822617,0.03662933647018392
7,0.1977971164343677,-0.04566506715969681
7,0.201895861526921,-0.045684374090082684
7,0.19233030941624582,-0.04263860760708761
7,0.20717299110898726,-0.04498167063945015
7,0.18204753065919252,-0.03291956049279982
7,0.18218943592077078,-0.03212491744767774
7,0.18528453202963477,-0.03183770987577279
7,0.17851768754966563,-0.029873619809781603
7,0.18456832621009125,-0.03005886504105226
7,0.18667309133609147,-0.02956611749564262
7,0.18778868396675055,-0.028903447338428256
7,0.18890202889725927,-0.028231601829956116
7,0.18803376050646292,-0.027263602179600995
7,0.19112174030529056,-0.02686041342078426
7,0.18727364964522233,-0.025486829565432623
7,0.18936596758943205,-0.024930507060714337
7,0.19046495143112296,-0.024230206709995403
7,0.1856061362159787,-0.022789572319953974
7,0.18073845499745664,-0.02139181011449787
7,0.18381079518032073,-0.020942599106293504
7,0.1779360891819241,-0.01948717531481096
7,0.1819975047449337,-0.019128712862851956
7,0.17610942838228189,-0.01773329114030241
7,0.18016670580158345,-0.01734808488638151
7,0.1812364927471744,-0.016653298518485384
7,0.18628841457233053,-0.01629812883978904
7,0.18635775501725554,-0.015485139730703815
7,0.18542662812701716,-0.014593396528621017
7,0.18548853850126418,-0.01378418388812766
7,0.1855469174411688,-0.012974708816646613
7,0.18659962477918718,-0.012230390010846212
7,0.18465493981965164,-0.011293984343427287
7,0.1767153265212357,-0.010034627660947391
7,0.17076565403942592,-0.008949452782912504
7,0.17479846445787967,-0.008396176515897004
7,0.17383438537200205,-0.007589777333712567
7,0.18685583603381517,-0.007341590267431245
7,0.19188304029513814,-0.006700708019570169
7,0.1769174465208738,-0.005405321112991844
7,0.17693934748193618,-0.004633324127172998
7,0.17795764382555826,-0.0038830538828263338
7,0.18197227674705438,-0.0031763422888349832
7,0.18698398563406674,-0.002447758964845545
7,0.1799931532659066,-0.0015707807983807126
7,0.18199826377651848,-0.0007941266745241773
7,0.1840000003576278,-4.455447205620188e-09
7,0.18599823384443753,0.0008115710360883751
7,0.1849929581901677,0.0016144045960083022
7,0.18598406939833187,0.002434660311655967
7,0.18297212662271115,0.0031937858936004052
7,0.1789574080672971,0.0039048601694218923
7,0.17593968835484397,0.004607138581269237
7,0.18191510997441615,0.005558004843329164
7,0.1828885198329558,0.006386603360326564
7,0.17586430959484486,0.006909723224210791
7,0.1818267728308421,0.00793872387501513
7,0.18478695409938178,0.008875949347631008
7,0.1847464665488889,0.00968214748126788
7,0.1847024616920337,0.010488161280776079
7,0.1786661343037308,0.010927684478838686
7,0.18260818158319228,0.011968768025635693
7,0.18355178592230187,0.012835186650007433
7,0.18748302872447295,0.013932391032162319
7,0.19140813011447988,0.015064141759406083
7,0.1913405785379675,0.01589917122447098
7,0.19126938411270764,0.01673389799223861
7,0.1862155282932312,0.017110798637809517
7,0.18315290129569176,0.017635613926871012
7,0.18207923763759368,0.018334410557318
7,0.19094820607274599,0.020069460343249686
7,0.1839004254458494,0.020140367498740843
7,0.1887786507494112,0.021508605608947302
7,0.18768993454249563,0.022214562885021952
7,0.19553158940106827,0.024008255353359036
7,0.19046495260456195,0.02423019748601131
7,0.1893659687967857,0.024930497889952687
7,0.18925538669719935,0.025756522853050273
7,0.18716066128971642,0.026303710733182446
7,0.19119788193550652,0.03285379983396061
7,0.198931173931752,0.03507692802409743
7,0.1987762287658397,0.03594459234854713
7,0.2015672552500554,0.037358277233056174
8,0.19487401485056025,-0.044990215915424625
8,0.19799448435839062,-0.04480158247322786
8,0.19135401143548067,-0.04242216753253157
8,0.21108192343735432,-0.04583038313621574
8,0.19173469913214994,-0.03553593053807112
8,0.19680814164948784,-0.03558871411793402
8,0.1880982797148646,-0.03316680617265867
8,0.19316898176344152,-0.03319250630915723
8,0.19232568450731044,-0.032184286372345834
8,0.19542527878912444,-0.03182703230480469
8,0.1846977253765843,-0.029253250217141674
8,0.18087015412493274,-0.027838583584562603
8,0.17802286186547228,-0.0266056991666764
8,0.17813725610946265,-0.025828677099542226
8,0.1822093244102153,-0.025607854841434286
8,0.18430106070334482,-0.02508227789533249
8,0.1834173011577158,-0.024147350127261144
8,0.17955288968501484,-0.022842016863234817
8,0.17965084725443115,-0.022058354639103786
8,0.1797453845307298,-0.021274272455703368
8,0.18381079518032073,-0.020942599106293504
